equipment_names,equipment_urls
RJM Mini Effect Gizmo,/items/rjm-mini-effect-gizmo
RJM Music MasterMind GT-10 Controller,/items/rjm-music-mastermind-gt-10-controller
RMC RMC1 Wah Pedal,/items/rmc-rmc1-wah-pedal
Radial Bones Hollywood Distortion,/items/radial-bones-hollywood-distortion
Radial EXTC-500 Guitar Effects Interface,/items/radial-extc-500-guitar-effects-interface
Radial Engineering BigShot PB1 Class-A Power Booster,/items/radial-engineering-bigshot-pb1-class-a-power-booster
Radial Engineering BigShot™ ABY True Bypass Switcher,/items/radial-engineering-bigshot-aby-true-bypass-switcher
Radial Engineering Bigshot Efx Effects Loop,/items/radial-engineering-bigshot-efx-effects-loop
Radial Engineering Cab-Bone Speaker Cabinet Switcher,/items/radial-engineering-cab-bone-speaker-cabinet-switcher
Radial Engineering JDI MK3 Passive Direct Box,/items/radial-engineering-jdi-mk3-passive-direct-box
Radial Engineering SW8 Auto-Switcher,/items/radial-engineering-sw8-auto-switcher
Radial Engineering Tonebone JX-2 Pro Switchbone,/items/radial-engineering-tonebone-jx-2-pro-switchbone
Radial Engineering Voco-Loco Effects Switcher,/items/radial-engineering-voco-loco-effects-switcher
Radial HotShot DM1,/items/radial-hotshot-dm1
Radial JDI duplex direct box,/items/radial-jdi-duplex-direct-box
Radial Tonebone Classic Tube Distortion Pedal,/items/radial-tonebone-classic-tube-distortion-pedal
Radial Tonebone Elevator Multi-Level Booster,/items/radial-tonebone-elevator-multi-level-booster
Radial Tonebone Headbone VT Amp Head Switcher,/items/radial-tonebone-headbone-vt-amp-head-switcher
Radial Tonebone Hot British,/items/radial-tonebone-hot-british
Radial Tonebone London Distortion,/items/radial-tonebone-london-distortion
Radial Tonebone Loopbone Loop Controller,/items/radial-tonebone-loopbone-loop-controller
Radial Tonebone PZ-Pre Acoustic Pre-Amp,/items/radial-tonebone-pz-pre-acoustic-pre-amp
Radial Tonebone Plexitube 12AX7 Tube Distortion Pedal,/items/radial-tonebone-plexitube-12ax7-tube-distortion-pedal
Radial Tonebone Trimode Tube Distortion/Overdrive Pedal,/items/radial-tonebone-trimode-tube-distortion-overdrive-pedal
Radial Twin-City Active ABY Amp Switch,/items/radial-twin-city-active-aby-amp-switch
Radial engineering Texas bones,/items/radial-engineering-texas-bones
Rainger FX El Distorto,/items/rainger-fx-el-distorto
Randall Amp Channel And FX Loop Switcher,/items/randall-amp-channel-and-fx-loop-switcher
Real McCoy Custom RMC3 Wah Pedal,/items/real-mccoy-custom-rmc3-wah-pedal
Real McCoy Custom RMC4 Picture Wah Pedal,/items/real-mccoy-custom-rmc4-picture-wah-pedal
Real McCoy Custom RMC5 Wizard Wah Pedal,/items/real-mccoy-custom-rmc5-wizard-wah-pedal
Real McCoy Custom RMC8 Guitar Eqwahlyzer Wah Pedal,/items/real-mccoy-custom-rmc8-guitar-eqwahlyzer-wah-pedal
Real Tube Tube Works Overdrive Pedal,/items/real-tube-tube-works-overdrive-pedal
Realistic Electronic Reverb,/items/realistic-electronic-reverb
Reaper Pandemonium V2,/items/reaper-pandemonium-v2
Red Panda Context,/items/red-panda-context
Red Panda Lab Particle Granular Delay/Pitch Shifting Pedal,/items/red-panda-lab-particle-granular-delay-pitch-shifting-pedal
Red Panda Raster,/items/red-panda-raster
Red Panda Subdivision,/items/red-panda-subdivision
Red Witch Deluxe Moon Phaser,/items/red-witch-deluxe-moon-phaser
Red Witch Empress Chorus,/items/red-witch-empress-chorus
Red Witch Fuzz God II Pedal,/items/red-witch-fuzz-god-ii-pedal
Red Witch Medusa Chorus and Tremolo Pedal,/items/red-witch-medusa-chorus-and-tremolo-pedal
Red Witch Pentavocal Tremolo Pedal,/items/red-witch-pentavocal-tremolo-pedal
Red Witch Seven Sisters Violet Delay,/items/red-witch-seven-sisters-violet-delay
Red Witch Titan Delay Guitar Effects Pedal,/items/red-witch-titan-delay-guitar-effects-pedal
Retro-Sonic Compressor,/items/retro-sonic-compressor
Retro-Sonic Stereo Chorus,/items/retro-sonic-stereo-chorus
Reverse Button,/items/reverse-button
RimRock Mythical Overdrive,/items/rimrock-mythical-overdrive
Road Rage 12-Channel True Bypass Looper,/items/road-rage-12-channel-true-bypass-looper
Rockbox Boiling Point Overdrive Pedal,/items/rockbox-boiling-point-overdrive-pedal
Rockett Animal Overdrive,/items/rockett-animal-overdrive
Rockett Boing Spring Reverb Guitar Pedal,/items/rockett-boing-spring-reverb-guitar-pedal
Rockett Chicken Soup OD,/items/rockett-chicken-soup-od
Rockett Pedals - Allan Holdsworth Signature OD/Boost,/items/rockett-pedals-allan-holdsworth-signature-od-boost
Rockett Pedals 10 Ton Hammer Guitar Effects Pedal,/items/rockett-pedals-10-ton-hammer-guitar-effects-pedal
Rockett Pedals Archer,/items/rockett-pedals-archer
Rockett Pedals Flex Drive,/items/rockett-pedals-flex-drive
Rockett Pedals Mark Sampson Hightop EQ/Boost Guitar Effects Pedal,/items/rockett-pedals-mark-sampson-hightop-eq-boost-guitar-effects-pedal
Rockett Tim Pierce Overdrive & Preamp Pedal,/items/rockett-tim-pierce-overdrive-preamp-pedal
Rockman Acoustic Guitar Pedal,/items/rockman-acoustic-guitar-pedal
Rocktron All Access LTD Footcontroller,/items/rocktron-all-access-ltd-footcontroller
Rocktron Banshee 2 Talk Box,/items/rocktron-banshee-2-talk-box
Rocktron Banshee Talk Box,/items/rocktron-banshee-talk-box
Rocktron Guitar Silencer,/items/rocktron-guitar-silencer
Rocktron Hex Volume/Expression Pedal,/items/rocktron-hex-volume-expression-pedal
Rocktron Hush Noise Gate,/items/rocktron-hush-noise-gate
Rocktron Intelliverb,/items/rocktron-intelliverb
Rocktron MIDI Xchange Controller,/items/rocktron-midi-xchange-controller
Rocktron Micro Hush Noise Reduction Guitar Effects Pedal,/items/rocktron-micro-hush-noise-reduction-guitar-effects-pedal
Rocktron Midi Mate,/items/rocktron-midi-mate
Rocktron Patchmate Loop 8,/items/rocktron-patchmate-loop-8
Rocktron Prophesy,/items/rocktron-prophesy
Rocktron Rack Tuner,/items/rocktron-rack-tuner
Rocktron Surf Tremolo,/items/rocktron-surf-tremolo
Rocktron Utopia Expression Guitar Effects Pedal,/items/rocktron-utopia-expression-guitar-effects-pedal
Rocktron Utopia G200,/items/rocktron-utopia-g200
Rocktron Utopia G300,/items/rocktron-utopia-g300
Rodenberg GAS 707b LDP Clean Boost Bass Pedal,/items/rodenberg-gas-707b-ldp-clean-boost-bass-pedal
Roger Linn Design AdrenaLinn II,/items/roger-linn-design-adrenalinn-ii
Roger Linn Design AdrenaLinn III Guitar Effects Processor,/items/roger-linn-design-adrenalinn-iii-guitar-effects-processor
Roger Mayer Axis Fuzz,/items/roger-mayer-axis-fuzz
Roger Mayer Fuzz Box,/items/roger-mayer-fuzz-box
Roger Mayer Octavia,/items/roger-mayer-octavia--2
Roger Mayer Octavia Pedal,/items/roger-mayer-octavia-pedal
Roger Mayer RM 58 Limiter,/items/roger-mayer-rm-58-limiter
Roger Mayer Voodoo Vibe,/items/roger-mayer-voodoo-vibe
Roger Mayer Voodoo Vibe  Plus Guitar Effects Pedal,/items/roger-mayer-voodoo-vibe-plus-guitar-effects-pedal
Roger Mayer Voodoo-1,/items/roger-mayer-voodoo-1
Roger Mayer Voodoo-Vibe Jr.,/items/roger-mayer-voodoo-vibe-jr
Rogue Analog Delay,/items/rogue-analog-delay
Rogue Tremolo,/items/rogue-tremolo
Roland - GR-20,/items/roland-gr-20
Roland AF-100 BeeBaa Fuzz Pedal,/items/roland-af-100-beebaa-fuzz-pedal
Roland AG-5 Funny Cat,/items/roland-ag-5-funny-cat
Roland Chorus Echo SRE-555,/items/roland-chorus-echo-sre-555
Roland DEP-5,/items/roland-dep-5
Roland EV-5 Expression Pedal,/items/roland-ev-5-expression-pedal
Roland FC-200 MIDI Foot Controller,/items/roland-fc-200-midi-foot-controller
Roland FC-300,/items/roland-fc-300
Roland FV 2 Volume Pedal,/items/roland-fv-2-volume-pedal
Roland GK-3 Divided Guitar MIDI Pickup,/items/roland-gk-3-divided-guitar-midi-pickup
Roland GP-16,/items/roland-gp-16
Roland GP-8,/items/roland-gp-8
Roland GR-30,/items/roland-gr-30
Roland GR-33 Guitar Synthesizer,/items/roland-gr-33-guitar-synthesizer
Roland GR-55 Guitar Synthesizer Multi Effects Pedal,/items/roland-gr-55-guitar-synthesizer-multi-effects-pedal
Roland GR-700 Guitar Synth,/items/roland-gr-700-guitar-synth
Roland GR-700 Programmable Analog Guitar Synthesizer,/items/roland-gr-700-programmable-analog-guitar-synthesizer
Roland PK5 Dynamic MIDI Pedal,/items/roland-pk5-dynamic-midi-pedal
Roland Phase Five Phaser Pedal,/items/roland-phase-five-phaser-pedal
Roland RE-301 Chorus Echo Analog Tape Delay Effect,/items/roland-re-301-chorus-echo-analog-tape-delay-effect
Roland SDD-320 Dimension D,/items/roland-sdd-320-dimension-d
Roland Space Echo RE-301,/items/roland-space-echo-re-301
Roland US-20,/items/roland-us-20
Roland VG-8 V-Guitar System,/items/roland-vg-8-v-guitar-system
Roland VG-88,/items/roland-vg-88
Roland VG-99 V-Guitar System,/items/roland-vg-99-v-guitar-system
Rolls RFX Twin Spin Chorus,/items/rolls-rfx-twin-spin-chorus
Root Effects Vintage Drive,/items/root-effects-vintage-drive
Rosac Electronics Nu-Wa Fuzz Pedal,/items/rosac-electronics-nu-wa-fuzz-pedal
Ross Chorus Pedal,/items/ross-chorus-pedal
Ross Compressor Pedal,/items/ross-compressor-pedal
Ross R-40 Direct Box/Noise Gate Pedal,/items/ross-r-40-direct-box-noise-gate-pedal
Ross distortion pedal,/items/ross-distortion-pedal
Rothwell Switchblade Distortion,/items/rothwell-switchblade-distortion
Rotosound RFB1 1960's Fuzz Pedal,/items/rotosound-rfb1-1960-s-fuzz-pedal
Rotosound Tonebender MK III,/items/rotosound-tonebender-mk-iii
SAMSON S-GATE 4,/items/samson-s-gate-4
SIB Blue Echodrive Pedal,/items/sib-blue-echodrive-pedal
SIB EchoDrive Overdrive Pedal,/items/sib-echodrive-overdrive-pedal
SIB Mr. Delay,/items/sib-mr-delay
SIB Mr. Echo Plus Delay Guitar Effects Pedal,/items/sib-mr-echo-plus-delay-guitar-effects-pedal
SIB Mr. Vibromatic,/items/sib-mr-vibromatic
SKB PS-45 Professional Pedalboard,/items/skb-ps-45-professional-pedalboard
SKB SKB-PS-55 Stagefive Professional Pedalboard,/items/skb-skb-ps-55-stagefive-professional-pedalboard
SM Fuzz,/items/sm-fuzz
Sabbadius 80 Overdrive Tone,/items/sabbadius-80-overdrive-tone
Sabbadius Funkastic Compressor,/items/sabbadius-funkastic-compressor
Sabbadius Funky Vibe,/items/sabbadius-funky-vibe
Sabbadius Mr White Booster,/items/sabbadius-mr-white-booster
Salvation Mods Vivider Mu-Tron Octave Divider Clone Pedal,/items/salvation-mods-vivider-mu-tron-octave-divider-clone-pedal
Sam Ash Fuzzola,/items/sam-ash-fuzzola
Sam Ash Fuzzz Boxx,/items/sam-ash-fuzzz-boxx
Sarno Music Solutions Earth Drive,/items/sarno-music-solutions-earth-drive
Satellite Amps Eradicator,/items/satellite-amps-eradicator
Saturnworks Volume Pedal - Deluxe,/items/saturnworks-volume-pedal-deluxe
Schroeder Blister Agent,/items/schroeder-blister-agent
Schulte Compact phaser,/items/schulte-compact-phaser
Sears Model #1482 Phasing Pedal,/items/sears-model-1482-phasing-pedal
Selah Effects Quartz Timer,/items/selah-effects-quartz-timer
Selah Effects Scarlett Love OD V2,/items/selah-effects-scarlett-love-od-v2
Sennheiser EW 100 G2 True Diversity Receiver,/items/sennheiser-ew-100-g2-true-diversity-receiver
Sennheiser ew 572 G3 wireless unit,/items/sennheiser-ew-572-g3-wireless-unit
Sentenza Acid Bazarus Fuzz,/items/sentenza-acid-bazarus-fuzz
Seymour Duncan 805 Overdrive,/items/seymour-duncan-805-overdrive
Seymour Duncan Catalina Chorus Pedal With Dynamic Expression & Stereo Capability,/items/seymour-duncan-catalina-chorus-pedal-with-dynamic-expression-stereo-capability
Seymour Duncan Dirty Deed - Distortion,/items/seymour-duncan-dirty-deed-distortion
Seymour Duncan Lava Box,/items/seymour-duncan-lava-box
Seymour Duncan Palladium Gain Stage,/items/seymour-duncan-palladium-gain-stage
Seymour Duncan Palladium Gain Stage (White),/items/seymour-duncan-palladium-gain-stage-white
Seymour Duncan Pickup Booster,/items/seymour-duncan-pickup-booster
Seymour Duncan Pickup Booster & Line Driver,/items/seymour-duncan-pickup-booster-line-driver
Seymour Duncan SFX-10 Deja Vu Tap Delay,/items/seymour-duncan-sfx-10-deja-vu-tap-delay
Seymour Duncan SFX-11 Twin Tube Blue Distortion Guitar Effects Pedal,/items/seymour-duncan-sfx-11-twin-tube-blue-distortion-guitar-effects-pedal
Seymour Duncan Shape Shifter Tap Tremolo,/items/seymour-duncan-shape-shifter-tap-tremolo
Seymour Duncan Shapeshifter Stereo Tremolo,/items/seymour-duncan-shapeshifter-stereo-tremolo
Seymour Duncan Studio Bass Compressor,/items/seymour-duncan-studio-bass-compressor
Seymour Duncan Twin Tube,/items/seymour-duncan-twin-tube
Seymour Duncan Vapour Trail Analog Delay,/items/seymour-duncan-vapour-trail-analog-delay
Seymour Duncan Vise Grip Compressor,/items/seymour-duncan-vise-grip-compressor
Shadow SH-HBTCT-CR Humbucker Frame Tuner,/items/shadow-sh-hbtct-cr-humbucker-frame-tuner
Shaftsbury Duo-Fuzz,/items/shaftsbury-duo-fuzz
Shigemori Muse,/items/shigemori-muse
"Shin's Music, Original Perfect Volume Pedal",/items/shin-s-music-original-perfect-volume-pedal
Shin-Ei Companion Pedal,/items/shin-ei-companion-pedal
Shin-Ei Vibe Bro,/items/shin-ei-vibe-bro
Sho-Bud Volume Pedal,/items/sho-bud-volume-pedal
Shoe Savior Machine,/items/shoe-savior-machine
SiB Varidrive Effects Pedal,/items/sib-varidrive-effects-pedal
"Silver Spring reverb, Mad Professor",/items/silver-spring-reverb-mad-professor
Sitori Sonics Tapeworm,/items/sitori-sonics-tapeworm
Skreddy Echo,/items/skreddy-echo
Skrydstrup Bufferooster Effects Pedal,/items/skrydstrup-bufferooster-effects-pedal
Skrydstrup MR10 Loop System,/items/skrydstrup-mr10-loop-system
Skrydstrup R&D SC-1 System Controller w/ SC-1 Extension,/items/skrydstrup-r-d-sc-1-system-controller-w-sc-1-extension
Smallsound/Bigsound Buzzz,/items/smallsound-bigsound-buzzz
Smallsound/Bigsound Mini,/items/smallsound-bigsound-mini
Smallsound/Bigsound Team Awesome! Fuzz Machine,/items/smallsound-bigsound-team-awesome-fuzz-machine
Smart People Factory Cali Quake,/items/smart-people-factory-cali-quake
Smart People Factory Ego Booster,/items/smart-people-factory-ego-booster
Smart People Factory Red Threat,/items/smart-people-factory-red-threat
Snark SN-8 Super Tight All Instrument Tuner,/items/snark-sn-8-super-tight-all-instrument-tuner
Snark SN10S,/items/snark-sn10s
Snarling Dogs Super Bawl Whine-O Wah Pedal,/items/snarling-dogs-super-bawl-whine-o-wah-pedal
Sobbat Glow Vibe,/items/sobbat-glow-vibe
Sobbat Phase Breaker II.,/items/sobbat-phase-breaker-ii
Sola Sound Tone Bender,/items/sola-sound-tone-bender
Sola Sound Tone Bender MKIV,/items/sola-sound-tone-bender-mkiv
Sola Sound Tone Bender Professional MKII,/items/sola-sound-tone-bender-professional-mkii
SolidGold FX Formula 76,/items/solidgold-fx-formula-76
SolidGoldFX Devil Drive,/items/solidgoldfx-devil-drive
SolidGoldFX Surf Rider Deluxe,/items/solidgoldfx-surf-rider-deluxe
SolidgoldFX Electroman Digital Delay,/items/solidgoldfx-electroman-digital-delay
Sonic Research ST-200 Strobe Tuner,/items/sonic-research-st-200-strobe-tuner
Sonic Research Turbo Tuner ST-300,/items/sonic-research-turbo-tuner-st-300
Sonic Wave Theremin,/items/sonic-wave-theremin
Sonomatic Cheddar delay,/items/sonomatic-cheddar-delay
Sonomatic Palmetto 3 Tremolo,/items/sonomatic-palmetto-3-tremolo
Sonuus Voluum,/items/sonuus-voluum
Sony DPS R7,/items/sony-dps-r7
Sound Sculpture MIDI A/B Cadabra,/items/sound-sculpture-midi-a-b-cadabra
Sound Sculpture Switchblade 8F Floor System,/items/sound-sculpture-switchblade-8f-floor-system
Soundblox Guitar Envelope Filter,/items/soundblox-guitar-envelope-filter
Soundblox Pro Multiwave Distortion,/items/soundblox-pro-multiwave-distortion
Source Audio Dual Expression Pedal,/items/source-audio-dual-expression-pedal
Source Audio Hothand Wah Filter,/items/source-audio-hothand-wah-filter
Source Audio Lunar Phaser,/items/source-audio-lunar-phaser
Source Audio One Series Nemesis Delay,/items/source-audio-one-series-nemesis-delay
Source Audio Programmable EQ,/items/source-audio-programmable-eq
Source Audio SA121 Soundblox Tri-Mod Wah,/items/source-audio-sa121-soundblox-tri-mod-wah
Source Audio SA225 Soundblox 2 Dimension Reverb,/items/source-audio-sa225-soundblox-2-dimension-reverb
Source Audio Soundblox 2 Multiwave Distortion,/items/source-audio-soundblox-2-multiwave-distortion
Source Audio Soundblox 2 OFD Guitar Micro,/items/source-audio-soundblox-2-ofd-guitar-micro
Source Audio Soundblox 2 Orbital Modulator,/items/source-audio-soundblox-2-orbital-modulator
Source Audio Soundblox Multiwave Distortion,/items/source-audio-soundblox-multiwave-distortion
Source Audio Soundblox Tri-Mod Phaser,/items/source-audio-soundblox-tri-mod-phaser
Source Audio Vertigo Tremolo,/items/source-audio-vertigo-tremolo
Spaceman Gemini III Dual Fuzz Generator,/items/spaceman-gemini-iii-dual-fuzz-generator
Spaceman Saturn V Harmonic Booster,/items/spaceman-saturn-v-harmonic-booster
Spaceman Sputnik Fuzz,/items/spaceman-sputnik-fuzz
Spaceman Voyager I Tremolo,/items/spaceman-voyager-i-tremolo
Spaceman Wow Signal fuzz pedal,/items/spaceman-wow-signal-fuzz-pedal
Spontaneous Audio Devices Son of Kong,/items/spontaneous-audio-devices-son-of-kong
"Stomp The Sun, Tuner Pedal Sun Visor",/items/stomp-the-sun-tuner-pedal-sun-visor
Stomp Under Foot Pumpkin Pi,/items/stomp-under-foot-pumpkin-pi
Stomp Under Foot Ram's Head,/items/stomp-under-foot-ram-s-head
Stone Deaf PDF-1 Parametric Distortion Filter,/items/stone-deaf-pdf-1-parametric-distortion-filter
Strymon BigSky - Multidimensional Reverberator - Reverb Pedal,/items/strymon-bigsky-multidimensional-reverberator-reverb-pedal
Strymon Brigadier dBucket Delay,/items/strymon-brigadier-dbucket-delay
Strymon DIG Dual Digital Delay Pedal,/items/strymon-dig-dual-digital-delay-pedal
Strymon Deco Tape Saturation & Doubletracker,/items/strymon-deco-tape-saturation-doubletracker
Strymon El Capistan dTape Echo Delay Pedal,/items/strymon-el-capistan-dtape-echo-delay-pedal
Strymon Favorite Switch,/items/strymon-favorite-switch
Strymon Flint Tremolo & Reverb Pedal,/items/strymon-flint-tremolo-reverb-pedal
Strymon Lex Rotary Rotating Speaker Effects Pedal,/items/strymon-lex-rotary-rotating-speaker-effects-pedal
Strymon Mobius Modulation Pedal,/items/strymon-mobius-modulation-pedal
Strymon MultiSwitch,/items/strymon-multiswitch
Strymon OB.1 Optical Compressor and Clean Boost Pedal,/items/strymon-ob-1-optical-compressor-and-clean-boost-pedal
Strymon Ola dBucket Chorus & Vibrato,/items/strymon-ola-dbucket-chorus-vibrato
Strymon Orbit,/items/strymon-orbit
Strymon Tap Effects Pedal,/items/strymon-tap-effects-pedal
Strymon TimeLine - Multidimensional Delay Effects - Delay Pedal,/items/strymon-timeline-multidimensional-delay-effects-delay-pedal
Strymon blueSky Reverberator Pedal,/items/strymon-bluesky-reverberator-pedal
SubDecay Anamnesis Echo Pedal,/items/subdecay-anamnesis-echo-pedal
SubDecay Echobox,/items/subdecay-echobox
Subdecay Prometheus Dlx,/items/subdecay-prometheus-dlx
Subdecay Quantum Quasar,/items/subdecay-quantum-quasar
Subdecay Spring Theory,/items/subdecay-spring-theory
Subdecay Super Spring Theory,/items/subdecay-super-spring-theory
Subdecay Variac Overdrive Pedal,/items/subdecay-variac-overdrive-pedal
Subdecay Vitruvian Mod,/items/subdecay-vitruvian-mod
Suhr Jack Rabbit,/items/suhr-jack-rabbit
Suhr Kiko Loureiro Signature Shiba ReLoaded Overdrive,/items/suhr-kiko-loureiro-signature-shiba-reloaded-overdrive
Suhr Koji Comp,/items/suhr-koji-comp
Suhr Koko Boost,/items/suhr-koko-boost
Suhr Riot,/items/suhr-riot
Suhr Rufus Fuzz,/items/suhr-rufus-fuzz
Suhr Shiba Drive Reloaded Pedal,/items/suhr-shiba-drive-reloaded-pedal
Sunrise SB-1 Mono Preamp Buffer Box,/items/sunrise-sb-1-mono-preamp-buffer-box
Supreme Galaxy,/items/supreme-galaxy
Supro 1303 Boost Pedal,/items/supro-1303-boost-pedal
Sweet Sound Electronics Mojo Vibe,/items/sweet-sound-electronics-mojo-vibe
Sweet Sound Ultra Vibe,/items/sweet-sound-ultra-vibe
Swell G-TOD Overdrive,/items/swell-g-tod-overdrive
T-Rex Alberta II Dual Overdrive Pedal,/items/t-rex-alberta-ii-dual-overdrive-pedal
T-Rex Engineering 9V Fuel Tank Junior Guitar Effects Pedal Power Supply,/items/t-rex-engineering-9v-fuel-tank-junior-guitar-effects-pedal-power-supply
T-Rex Engineering Bass Juice Distortion Pedal,/items/t-rex-engineering-bass-juice-distortion-pedal
T-Rex Engineering Dr. Swamp Double Distortion Pedal,/items/t-rex-engineering-dr-swamp-double-distortion-pedal
T-Rex Engineering Fuel Tank Goliath Power Supply,/items/t-rex-engineering-fuel-tank-goliath-power-supply
T-Rex Engineering Fuel Tank Junior,/items/t-rex-engineering-fuel-tank-junior
T-Rex Engineering FuelTank Classic Power Supply,/items/t-rex-engineering-fueltank-classic-power-supply
T-Rex Engineering Gristle King,/items/t-rex-engineering-gristle-king
T-Rex Engineering Mudhoney Distortion Pedal,/items/t-rex-engineering-mudhoney-distortion-pedal
T-Rex Engineering Mudhoney II Dual Distortion Pedal,/items/t-rex-engineering-mudhoney-ii-dual-distortion-pedal
T-Rex Engineering Octavius Octave Guitar Effects Pedal,/items/t-rex-engineering-octavius-octave-guitar-effects-pedal
T-Rex Engineering Replica Delay/Echo Pedal,/items/t-rex-engineering-replica-delay-echo-pedal
T-Rex Engineering Tonebug Chorus and Flanger,/items/t-rex-engineering-tonebug-chorus-and-flanger
T-Rex Engineering Tonebug Reverb,/items/t-rex-engineering-tonebug-reverb
T-Rex Engineering Michael Angelo Batio Overdrive Guitar Pedal,/items/t-rex-engineering-michael-angelo-batio-overdrive-guitar-pedal
T-Rex Fuel Tank Chameleon,/items/t-rex-fuel-tank-chameleon
T-Rex Luxury Drive (Gristle Line - Booster),/items/t-rex-luxury-drive-gristle-line-booster
T-Rex Mark Tremonti Phaser,/items/t-rex-mark-tremonti-phaser
T-Rex Moller Overdrive Pedal,/items/t-rex-moller-overdrive-pedal
T-Rex Play Back 60th Anniversary,/items/t-rex-play-back-60th-anniversary
T-Rex Reptile,/items/t-rex-reptile
T-Rex Reptile Delay 2,/items/t-rex-reptile-delay-2
T-Rex Room-Mate,/items/t-rex-room-mate
T-Rex Tap Tone,/items/t-rex-tap-tone
T-Rex Tonetrunk 55 Pedalboard,/items/t-rex-tonetrunk-55-pedalboard
T-Rex Tremster Tremolo Pedal,/items/t-rex-tremster-tremolo-pedal
T-Rex Twister (Chorus and Flanger),/items/t-rex-twister-chorus-and-flanger
T-rex Alberta,/items/t-rex-alberta
TC Electronic Alter Ego V2 Vintage Echo,/items/tc-electronic-alter-ego-v2-vintage-echo
TC Electronic Alter Ego X4 Vintage Echo,/items/tc-electronic-alter-ego-x4-vintage-echo
TC Electronic BonaFide Buffer,/items/tc-electronic-bonafide-buffer
TC Electronic Corona Chorus,/items/tc-electronic-corona-chorus
TC Electronic Corona Mini,/items/tc-electronic-corona-mini
TC Electronic Dark Matter Distortion,/items/tc-electronic-dark-matter-distortion
TC Electronic Ditto Looper Guitar Effects Pedal,/items/tc-electronic-ditto-looper-guitar-effects-pedal
TC Electronic Ditto Looper Guitar Effects Pedal Limited Gold Edition,/items/tc-electronic-ditto-looper-guitar-effects-pedal-limited-gold-edition
TC Electronic Ditto X2 Looper Effects Pedal,/items/tc-electronic-ditto-x2-looper-effects-pedal
TC Electronic Ditto X4 Looper,/items/tc-electronic-ditto-x4-looper
TC Electronic Dual Parametric Equalizer,/items/tc-electronic-dual-parametric-equalizer
TC Electronic Flashback Delay,/items/tc-electronic-flashback-delay
TC Electronic Flashback Mini Delay,/items/tc-electronic-flashback-mini-delay
TC Electronic Flashback X4 Delay,/items/tc-electronic-flashback-x4-delay
TC Electronic G-Force Multi Effects Processor,/items/tc-electronic-g-force-multi-effects-processor
TC Electronic G-System,/items/tc-electronic-g-system
TC Electronic G-System Limited,/items/tc-electronic-g-system-limited
TC Electronic Hall Of Fame Mini Reverb Pedal with TonePrint,/items/tc-electronic-hall-of-fame-mini-reverb-pedal-with-toneprint
TC Electronic Hall Of Fame Reverb,/items/tc-electronic-hall-of-fame-reverb
TC Electronic HyperGravity Compressor,/items/tc-electronic-hypergravity-compressor
TC Electronic Line Booster,/items/tc-electronic-line-booster
TC Electronic MojoMojo Overdrive,/items/tc-electronic-mojomojo-overdrive
TC Electronic ND-1 Nova Delay,/items/tc-electronic-nd-1-nova-delay
TC Electronic ND-1 Nova Delay iB modified,/items/tc-electronic-nd-1-nova-delay-ib-modified
TC Electronic NDR-1 Nova Drive,/items/tc-electronic-ndr-1-nova-drive
TC Electronic NDY-1 Nova Dynamics,/items/tc-electronic-ndy-1-nova-dynamics
TC Electronic NM-1 Nova Modulator,/items/tc-electronic-nm-1-nova-modulator
TC Electronic NR-1 Nova Reverb,/items/tc-electronic-nr-1-nova-reverb
TC Electronic Nova Repeater,/items/tc-electronic-nova-repeater
TC Electronic Nova System,/items/tc-electronic-nova-system
TC Electronic Nova System Limited,/items/tc-electronic-nova-system-limited
TC Electronic PolyTune 2 Blacklight Tuner,/items/tc-electronic-polytune-2-blacklight-tuner
TC Electronic PolyTune 2 Mini,/items/tc-electronic-polytune-2-mini
TC Electronic PolyTune Clip,/items/tc-electronic-polytune-clip
TC Electronic PolyTune Polyphonic Tuner Pedal,/items/tc-electronic-polytune-polyphonic-tuner-pedal
TC Electronic Polytune 2 Pedal Tuner,/items/tc-electronic-polytune-2-pedal-tuner
TC Electronic Polytune Mini,/items/tc-electronic-polytune-mini
TC Electronic Polytune Mini Noir,/items/tc-electronic-polytune-mini-noir
TC Electronic Polytune Noir Mini 2 Pedal Tuner,/items/tc-electronic-polytune-noir-mini-2-pedal-tuner
TC Electronic Röttweiler Distortion,/items/tc-electronic-rottweiler-distortion
TC Electronic Sentry Noise Gate Guitar Pedal,/items/tc-electronic-sentry-noise-gate-guitar-pedal
TC Electronic Shaker Mini Vibrato,/items/tc-electronic-shaker-mini-vibrato
TC Electronic Shaker Vibrato,/items/tc-electronic-shaker-vibrato
TC Electronic Spark Booster,/items/tc-electronic-spark-booster
TC Electronic Spark Mini Booster,/items/tc-electronic-spark-mini-booster
TC Electronic Stereo Chorus Flanger,/items/tc-electronic-stereo-chorus-flanger
TC Electronic Sub 'N' Up,/items/tc-electronic-sub-n-up
TC Electronic T2 Reverb,/items/tc-electronic-t2-reverb
TC Electronic TC1210,/items/tc-electronic-tc1210
TC Electronic The Dreamscape John Petrucci Signature Modulation Pedal,/items/tc-electronic-the-dreamscape-john-petrucci-signature-modulation-pedal
TC Electronic Transition,/items/tc-electronic-transition
TC Electronic Trinity,/items/tc-electronic-trinity
TC Electronic VPD1 vintage pre-drive,/items/tc-electronic-vpd1-vintage-pre-drive
TC Electronic Vintage Dual Distortion pedal,/items/tc-electronic-vintage-dual-distortion-pedal
